reported_PK,reporteddate,reportedhour,reportedday,reportedmonth,reportedyear
1364,2017-09-28 04:00:00+00:00,4,28,9,2017
1365,2017-09-22 04:00:00+00:00,4,22,9,2017
1366,2017-09-23 04:00:00+00:00,4,23,9,2017
1367,2017-10-01 04:00:00+00:00,4,1,10,2017
1368,2017-09-27 04:00:00+00:00,4,27,9,2017
1369,2017-09-29 04:00:00+00:00,4,29,9,2017
1370,2017-09-24 04:00:00+00:00,4,24,9,2017
1371,2017-10-02 04:00:00+00:00,4,2,10,2017
1372,2017-10-04 04:00:00+00:00,4,4,10,2017
1373,2017-10-10 04:00:00+00:00,4,10,10,2017
1374,2017-10-11 04:00:00+00:00,4,11,10,2017
1375,2017-10-05 04:00:00+00:00,4,5,10,2017
1376,2017-10-08 04:00:00+00:00,4,8,10,2017
1377,2017-10-06 04:00:00+00:00,4,6,10,2017
1378,2017-10-09 04:00:00+00:00,4,9,10,2017
1379,2017-10-03 04:00:00+00:00,4,3,10,2017
1380,2017-10-07 04:00:00+00:00,4,7,10,2017
1381,2017-10-12 04:00:00+00:00,4,12,10,2017
1382,2017-10-13 04:00:00+00:00,4,13,10,2017
1383,2017-10-14 04:00:00+00:00,4,14,10,2017
1384,2017-10-18 04:00:00+00:00,4,18,10,2017
1385,2017-10-20 04:00:00+00:00,4,20,10,2017
1386,2017-10-16 04:00:00+00:00,4,16,10,2017
1387,2017-10-15 04:00:00+00:00,4,15,10,2017
1388,2017-10-21 04:00:00+00:00,4,21,10,2017
1389,2017-10-19 04:00:00+00:00,4,19,10,2017
1390,2017-10-17 04:00:00+00:00,4,17,10,2017
1391,2017-10-22 04:00:00+00:00,4,22,10,2017
1392,2017-10-31 04:00:00+00:00,4,31,10,2017
1393,2017-10-24 04:00:00+00:00,4,24,10,2017
1394,2017-10-27 04:00:00+00:00,4,27,10,2017
1395,2017-10-30 04:00:00+00:00,4,30,10,2017
1396,2017-10-26 04:00:00+00:00,4,26,10,2017
1397,2017-10-28 04:00:00+00:00,4,28,10,2017
1398,2017-10-23 04:00:00+00:00,4,23,10,2017
1399,2017-10-25 04:00:00+00:00,4,25,10,2017
1400,2017-10-29 04:00:00+00:00,4,29,10,2017
1401,2017-11-02 04:00:00+00:00,4,2,11,2017
1402,2017-11-04 04:00:00+00:00,4,4,11,2017
1403,2017-11-01 04:00:00+00:00,4,1,11,2017
1404,2017-11-03 04:00:00+00:00,4,3,11,2017
1405,2017-11-07 05:00:00+00:00,5,7,11,2017
1406,2017-11-05 04:00:00+00:00,4,5,11,2017
1407,2017-11-09 05:00:00+00:00,5,9,11,2017
1408,2017-11-06 05:00:00+00:00,5,6,11,2017
1409,2017-11-08 05:00:00+00:00,5,8,11,2017
1410,2017-11-10 05:00:00+00:00,5,10,11,2017
1411,2017-11-11 05:00:00+00:00,5,11,11,2017
1412,2017-11-15 05:00:00+00:00,5,15,11,2017
1413,2017-11-14 05:00:00+00:00,5,14,11,2017
1414,2017-11-17 05:00:00+00:00,5,17,11,2017
1415,2017-11-12 05:00:00+00:00,5,12,11,2017
1416,2017-11-13 05:00:00+00:00,5,13,11,2017
1417,2017-11-16 05:00:00+00:00,5,16,11,2017
1418,2017-11-18 05:00:00+00:00,5,18,11,2017
1419,2017-11-19 05:00:00+00:00,5,19,11,2017
1420,2017-11-22 05:00:00+00:00,5,22,11,2017
1421,2017-11-21 05:00:00+00:00,5,21,11,2017
1422,2017-11-27 05:00:00+00:00,5,27,11,2017
1423,2017-11-24 05:00:00+00:00,5,24,11,2017
1424,2017-11-26 05:00:00+00:00,5,26,11,2017
1425,2017-11-25 05:00:00+00:00,5,25,11,2017
1426,2017-11-28 05:00:00+00:00,5,28,11,2017
1427,2017-11-23 05:00:00+00:00,5,23,11,2017
1428,2017-11-20 05:00:00+00:00,5,20,11,2017
1429,2017-11-29 05:00:00+00:00,5,29,11,2017
1430,2017-12-05 05:00:00+00:00,5,5,12,2017
1431,2017-11-30 05:00:00+00:00,5,30,11,2017
1432,2017-12-06 05:00:00+00:00,5,6,12,2017
1433,2017-12-07 05:00:00+00:00,5,7,12,2017
1434,2017-12-04 05:00:00+00:00,5,4,12,2017
1435,2017-12-01 05:00:00+00:00,5,1,12,2017
1436,2017-12-02 05:00:00+00:00,5,2,12,2017
1437,2017-12-08 05:00:00+00:00,5,8,12,2017
1438,2017-12-09 05:00:00+00:00,5,9,12,2017
1439,2017-12-03 05:00:00+00:00,5,3,12,2017
1440,2017-12-15 05:00:00+00:00,5,15,12,2017
1441,2017-12-14 05:00:00+00:00,5,14,12,2017
1442,2017-12-10 05:00:00+00:00,5,10,12,2017
1443,2017-12-17 05:00:00+00:00,5,17,12,2017
1444,2017-12-12 05:00:00+00:00,5,12,12,2017
1445,2017-12-18 05:00:00+00:00,5,18,12,2017
1446,2017-12-13 05:00:00+00:00,5,13,12,2017
1447,2017-12-11 05:00:00+00:00,5,11,12,2017
1448,2017-12-16 05:00:00+00:00,5,16,12,2017
1449,2017-12-19 05:00:00+00:00,5,19,12,2017
1450,2017-12-27 05:00:00+00:00,5,27,12,2017
1451,2017-12-26 05:00:00+00:00,5,26,12,2017
1452,2017-12-30 05:00:00+00:00,5,30,12,2017
1453,2017-12-22 05:00:00+00:00,5,22,12,2017
1454,2017-12-28 05:00:00+00:00,5,28,12,2017
1455,2017-12-23 05:00:00+00:00,5,23,12,2017
1456,2017-12-21 05:00:00+00:00,5,21,12,2017
1457,2017-12-24 05:00:00+00:00,5,24,12,2017
1458,2017-12-20 05:00:00+00:00,5,20,12,2017
1459,2017-12-29 05:00:00+00:00,5,29,12,2017
1460,2017-12-25 05:00:00+00:00,5,25,12,2017
1461,2017-12-31 05:00:00+00:00,5,31,12,2017
1462,2018-01-05 05:00:00+00:00,5,5,1,2018
1463,2018-01-04 05:00:00+00:00,5,4,1,2018
1464,2018-01-06 05:00:00+00:00,5,6,1,2018
1465,2018-01-08 05:00:00+00:00,5,8,1,2018
1466,2018-01-07 05:00:00+00:00,5,7,1,2018
1467,2018-01-10 05:00:00+00:00,5,10,1,2018
1468,2018-01-03 05:00:00+00:00,5,3,1,2018
1469,2018-01-01 05:00:00+00:00,5,1,1,2018
1470,2018-01-09 05:00:00+00:00,5,9,1,2018
1471,2018-01-02 05:00:00+00:00,5,2,1,2018
1472,2018-01-11 05:00:00+00:00,5,11,1,2018
1473,2018-01-19 05:00:00+00:00,5,19,1,2018
1474,2018-01-20 05:00:00+00:00,5,20,1,2018
1475,2018-01-12 05:00:00+00:00,5,12,1,2018
1476,2018-01-13 05:00:00+00:00,5,13,1,2018
1477,2018-01-16 05:00:00+00:00,5,16,1,2018
1478,2018-01-17 05:00:00+00:00,5,17,1,2018
1479,2018-01-14 05:00:00+00:00,5,14,1,2018
1480,2018-01-15 05:00:00+00:00,5,15,1,2018
1481,2018-01-18 05:00:00+00:00,5,18,1,2018
1482,2018-01-21 05:00:00+00:00,5,21,1,2018
1483,2018-01-29 05:00:00+00:00,5,29,1,2018
1484,2018-01-27 05:00:00+00:00,5,27,1,2018
1485,2018-01-23 05:00:00+00:00,5,23,1,2018
1486,2018-01-22 05:00:00+00:00,5,22,1,2018
1487,2018-01-30 05:00:00+00:00,5,30,1,2018
1488,2018-01-24 05:00:00+00:00,5,24,1,2018
1489,2018-01-26 05:00:00+00:00,5,26,1,2018
1490,2018-01-28 05:00:00+00:00,5,28,1,2018
1491,2018-01-25 05:00:00+00:00,5,25,1,2018
1492,2018-01-31 05:00:00+00:00,5,31,1,2018
1493,2018-02-02 05:00:00+00:00,5,2,2,2018
1494,2018-02-08 05:00:00+00:00,5,8,2,2018
1495,2018-02-06 05:00:00+00:00,5,6,2,2018
1496,2018-02-05 05:00:00+00:00,5,5,2,2018
1497,2018-02-03 05:00:00+00:00,5,3,2,2018
1498,2018-02-01 05:00:00+00:00,5,1,2,2018
1499,2018-02-09 05:00:00+00:00,5,9,2,2018
1500,2018-02-10 05:00:00+00:00,5,10,2,2018
1501,2018-02-07 05:00:00+00:00,5,7,2,2018
1502,2018-02-11 05:00:00+00:00,5,11,2,2018
1503,2018-02-04 05:00:00+00:00,5,4,2,2018
1504,2018-02-17 05:00:00+00:00,5,17,2,2018
1505,2018-02-18 05:00:00+00:00,5,18,2,2018
1506,2018-02-19 05:00:00+00:00,5,19,2,2018
1507,2018-02-20 05:00:00+00:00,5,20,2,2018
1508,2018-02-16 05:00:00+00:00,5,16,2,2018
1509,2018-02-14 05:00:00+00:00,5,14,2,2018
1510,2018-02-13 05:00:00+00:00,5,13,2,2018
1511,2018-02-12 05:00:00+00:00,5,12,2,2018
1512,2018-02-15 05:00:00+00:00,5,15,2,2018
1513,2018-02-21 05:00:00+00:00,5,21,2,2018
1514,2018-02-27 05:00:00+00:00,5,27,2,2018
1515,2018-03-01 05:00:00+00:00,5,1,3,2018
1516,2018-02-24 05:00:00+00:00,5,24,2,2018
1517,2018-02-25 05:00:00+00:00,5,25,2,2018
1518,2018-02-26 05:00:00+00:00,5,26,2,2018
1519,2018-02-22 05:00:00+00:00,5,22,2,2018
1520,2018-02-23 05:00:00+00:00,5,23,2,2018
1521,2018-02-28 05:00:00+00:00,5,28,2,2018
1522,2018-03-02 05:00:00+00:00,5,2,3,2018
1523,2018-03-03 05:00:00+00:00,5,3,3,2018
1524,2018-03-10 05:00:00+00:00,5,10,3,2018
1525,2018-03-04 05:00:00+00:00,5,4,3,2018
1526,2018-03-11 05:00:00+00:00,5,11,3,2018
1527,2018-03-05 05:00:00+00:00,5,5,3,2018
1528,2018-03-09 05:00:00+00:00,5,9,3,2018
1529,2018-03-08 05:00:00+00:00,5,8,3,2018
1530,2018-03-07 05:00:00+00:00,5,7,3,2018
1531,2018-03-06 05:00:00+00:00,5,6,3,2018
1532,2018-03-12 04:00:00+00:00,4,12,3,2018
1533,2018-03-13 04:00:00+00:00,4,13,3,2018
1534,2018-03-15 04:00:00+00:00,4,15,3,2018
1535,2018-03-17 04:00:00+00:00,4,17,3,2018
1536,2018-03-18 04:00:00+00:00,4,18,3,2018
1537,2018-03-22 04:00:00+00:00,4,22,3,2018
1538,2018-03-20 04:00:00+00:00,4,20,3,2018
1539,2018-03-16 04:00:00+00:00,4,16,3,2018
1540,2018-03-21 04:00:00+00:00,4,21,3,2018
1541,2018-03-14 04:00:00+00:00,4,14,3,2018
1542,2018-03-19 04:00:00+00:00,4,19,3,2018
1543,2018-03-23 04:00:00+00:00,4,23,3,2018
1544,2018-03-24 04:00:00+00:00,4,24,3,2018
1545,2018-03-27 04:00:00+00:00,4,27,3,2018
1546,2018-03-26 04:00:00+00:00,4,26,3,2018
1547,2018-03-29 04:00:00+00:00,4,29,3,2018
1548,2018-03-28 04:00:00+00:00,4,28,3,2018
1549,2018-04-01 04:00:00+00:00,4,1,4,2018
1550,2018-04-02 04:00:00+00:00,4,2,4,2018
1551,2018-03-31 04:00:00+00:00,4,31,3,2018
1552,2018-03-25 04:00:00+00:00,4,25,3,2018
1553,2018-04-03 04:00:00+00:00,4,3,4,2018
1554,2018-03-30 04:00:00+00:00,4,30,3,2018
1555,2018-04-05 04:00:00+00:00,4,5,4,2018
1556,2018-04-07 04:00:00+00:00,4,7,4,2018
1557,2018-04-04 04:00:00+00:00,4,4,4,2018
1558,2018-04-08 04:00:00+00:00,4,8,4,2018
1559,2018-04-11 04:00:00+00:00,4,11,4,2018
1560,2018-04-10 04:00:00+00:00,4,10,4,2018
1561,2018-04-06 04:00:00+00:00,4,6,4,2018
1562,2018-04-12 04:00:00+00:00,4,12,4,2018
1563,2018-04-09 04:00:00+00:00,4,9,4,2018
1564,2018-04-13 04:00:00+00:00,4,13,4,2018
1565,2018-04-19 04:00:00+00:00,4,19,4,2018
1566,2018-04-22 04:00:00+00:00,4,22,4,2018
1567,2018-04-14 04:00:00+00:00,4,14,4,2018
1568,2018-04-18 04:00:00+00:00,4,18,4,2018
1569,2018-04-15 04:00:00+00:00,4,15,4,2018
1570,2018-04-17 04:00:00+00:00,4,17,4,2018
1571,2018-04-21 04:00:00+00:00,4,21,4,2018
1572,2018-04-23 04:00:00+00:00,4,23,4,2018
1573,2018-04-16 04:00:00+00:00,4,16,4,2018
1574,2018-04-24 04:00:00+00:00,4,24,4,2018
1575,2018-04-20 04:00:00+00:00,4,20,4,2018
1576,2018-04-27 04:00:00+00:00,4,27,4,2018
1577,2018-04-26 04:00:00+00:00,4,26,4,2018
1578,2018-04-25 04:00:00+00:00,4,25,4,2018
1579,2018-05-03 04:00:00+00:00,4,3,5,2018
1580,2018-04-30 04:00:00+00:00,4,30,4,2018
1581,2018-04-29 04:00:00+00:00,4,29,4,2018
1582,2018-04-28 04:00:00+00:00,4,28,4,2018
1583,2018-05-02 04:00:00+00:00,4,2,5,2018
1584,2018-05-01 04:00:00+00:00,4,1,5,2018
1585,2018-05-04 04:00:00+00:00,4,4,5,2018
1586,2018-05-11 04:00:00+00:00,4,11,5,2018
1587,2018-05-05 04:00:00+00:00,4,5,5,2018
1588,2018-05-07 04:00:00+00:00,4,7,5,2018
1589,2018-05-12 04:00:00+00:00,4,12,5,2018
1590,2018-05-10 04:00:00+00:00,4,10,5,2018
1591,2018-05-08 04:00:00+00:00,4,8,5,2018
1592,2018-05-06 04:00:00+00:00,4,6,5,2018
1593,2018-05-09 04:00:00+00:00,4,9,5,2018
1594,2018-05-13 04:00:00+00:00,4,13,5,2018
1595,2018-05-19 04:00:00+00:00,4,19,5,2018
1596,2018-05-20 04:00:00+00:00,4,20,5,2018
1597,2018-05-17 04:00:00+00:00,4,17,5,2018
1598,2018-05-15 04:00:00+00:00,4,15,5,2018
1599,2018-05-18 04:00:00+00:00,4,18,5,2018
1600,2018-05-14 04:00:00+00:00,4,14,5,2018
1601,2018-05-21 04:00:00+00:00,4,21,5,2018
1602,2018-05-16 04:00:00+00:00,4,16,5,2018
1603,2018-05-22 04:00:00+00:00,4,22,5,2018
1604,2018-05-24 04:00:00+00:00,4,24,5,2018
1605,2018-05-25 04:00:00+00:00,4,25,5,2018
1606,2018-05-26 04:00:00+00:00,4,26,5,2018
1607,2018-05-27 04:00:00+00:00,4,27,5,2018
1608,2018-05-23 04:00:00+00:00,4,23,5,2018
1609,2018-05-29 04:00:00+00:00,4,29,5,2018
1610,2018-05-30 04:00:00+00:00,4,30,5,2018
1611,2018-05-31 04:00:00+00:00,4,31,5,2018
1612,2018-05-28 04:00:00+00:00,4,28,5,2018
1613,2018-06-07 04:00:00+00:00,4,7,6,2018
1614,2018-06-01 04:00:00+00:00,4,1,6,2018
1615,2018-06-08 04:00:00+00:00,4,8,6,2018
1616,2018-06-02 04:00:00+00:00,4,2,6,2018
1617,2018-06-06 04:00:00+00:00,4,6,6,2018
1618,2018-06-03 04:00:00+00:00,4,3,6,2018
1619,2018-06-04 04:00:00+00:00,4,4,6,2018
1620,2018-06-05 04:00:00+00:00,4,5,6,2018
1621,2018-06-09 04:00:00+00:00,4,9,6,2018
1622,2018-06-10 04:00:00+00:00,4,10,6,2018
1623,2018-06-14 04:00:00+00:00,4,14,6,2018
1624,2018-06-11 04:00:00+00:00,4,11,6,2018
1625,2018-06-12 04:00:00+00:00,4,12,6,2018
1626,2018-06-15 04:00:00+00:00,4,15,6,2018
1627,2018-06-17 04:00:00+00:00,4,17,6,2018
1628,2018-06-16 04:00:00+00:00,4,16,6,2018
1629,2018-06-18 04:00:00+00:00,4,18,6,2018
1630,2018-06-13 04:00:00+00:00,4,13,6,2018
1631,2018-06-19 04:00:00+00:00,4,19,6,2018
1632,2018-06-23 04:00:00+00:00,4,23,6,2018
1633,2018-06-25 04:00:00+00:00,4,25,6,2018
1634,2018-06-22 04:00:00+00:00,4,22,6,2018
1635,2018-06-27 04:00:00+00:00,4,27,6,2018
1636,2018-06-21 04:00:00+00:00,4,21,6,2018
1637,2018-06-24 04:00:00+00:00,4,24,6,2018
1638,2018-06-26 04:00:00+00:00,4,26,6,2018
1639,2018-06-28 04:00:00+00:00,4,28,6,2018
1640,2018-06-20 04:00:00+00:00,4,20,6,2018
1641,2018-06-29 04:00:00+00:00,4,29,6,2018
1642,2018-07-04 04:00:00+00:00,4,4,7,2018
1643,2018-06-30 04:00:00+00:00,4,30,6,2018
1644,2018-07-05 04:00:00+00:00,4,5,7,2018
1645,2018-07-03 04:00:00+00:00,4,3,7,2018
1646,2018-07-02 04:00:00+00:00,4,2,7,2018
1647,2018-07-07 04:00:00+00:00,4,7,7,2018
1648,2018-07-08 04:00:00+00:00,4,8,7,2018
1649,2018-07-01 04:00:00+00:00,4,1,7,2018
1650,2018-07-06 04:00:00+00:00,4,6,7,2018
1651,2018-07-09 04:00:00+00:00,4,9,7,2018
1652,2018-07-11 04:00:00+00:00,4,11,7,2018
1653,2018-07-15 04:00:00+00:00,4,15,7,2018
1654,2018-07-16 04:00:00+00:00,4,16,7,2018
1655,2018-07-10 04:00:00+00:00,4,10,7,2018
1656,2018-07-14 04:00:00+00:00,4,14,7,2018
1657,2018-07-12 04:00:00+00:00,4,12,7,2018
1658,2018-07-18 04:00:00+00:00,4,18,7,2018
1659,2018-07-13 04:00:00+00:00,4,13,7,2018
1660,2018-07-17 04:00:00+00:00,4,17,7,2018
1661,2018-07-19 04:00:00+00:00,4,19,7,2018
1662,2018-07-20 04:00:00+00:00,4,20,7,2018
1663,2018-07-21 04:00:00+00:00,4,21,7,2018
1664,2018-07-23 04:00:00+00:00,4,23,7,2018
1665,2018-07-22 04:00:00+00:00,4,22,7,2018
1666,2018-07-25 04:00:00+00:00,4,25,7,2018
1667,2018-07-27 04:00:00+00:00,4,27,7,2018
1668,2018-07-26 04:00:00+00:00,4,26,7,2018
1669,2018-07-28 04:00:00+00:00,4,28,7,2018
1670,2018-07-24 04:00:00+00:00,4,24,7,2018
1671,2018-07-29 04:00:00+00:00,4,29,7,2018
1672,2018-08-01 04:00:00+00:00,4,1,8,2018
1673,2018-07-31 04:00:00+00:00,4,31,7,2018
1674,2018-08-04 04:00:00+00:00,4,4,8,2018
1675,2018-07-30 04:00:00+00:00,4,30,7,2018
1676,2018-08-05 04:00:00+00:00,4,5,8,2018
1677,2018-08-06 04:00:00+00:00,4,6,8,2018
1678,2018-08-02 04:00:00+00:00,4,2,8,2018
1679,2018-08-07 04:00:00+00:00,4,7,8,2018
1680,2018-08-03 04:00:00+00:00,4,3,8,2018
1681,2018-08-08 04:00:00+00:00,4,8,8,2018
1682,2018-08-12 04:00:00+00:00,4,12,8,2018
1683,2018-08-13 04:00:00+00:00,4,13,8,2018
1684,2018-08-10 04:00:00+00:00,4,10,8,2018
1685,2018-08-09 04:00:00+00:00,4,9,8,2018
1686,2018-08-17 04:00:00+00:00,4,17,8,2018
1687,2018-08-15 04:00:00+00:00,4,15,8,2018
1688,2018-08-11 04:00:00+00:00,4,11,8,2018
1689,2018-08-14 04:00:00+00:00,4,14,8,2018
1690,2018-08-16 04:00:00+00:00,4,16,8,2018
1691,2018-08-18 04:00:00+00:00,4,18,8,2018
1692,2018-08-19 04:00:00+00:00,4,19,8,2018
1693,2018-08-21 04:00:00+00:00,4,21,8,2018
1694,2018-08-20 04:00:00+00:00,4,20,8,2018
1695,2018-08-22 04:00:00+00:00,4,22,8,2018
1696,2018-08-25 04:00:00+00:00,4,25,8,2018
1697,2018-08-24 04:00:00+00:00,4,24,8,2018
1698,2018-08-26 04:00:00+00:00,4,26,8,2018
1699,2018-08-23 04:00:00+00:00,4,23,8,2018
1700,2018-08-27 04:00:00+00:00,4,27,8,2018
1701,2018-08-31 04:00:00+00:00,4,31,8,2018
1702,2018-08-29 04:00:00+00:00,4,29,8,2018
1703,2018-08-30 04:00:00+00:00,4,30,8,2018
1704,2018-09-02 04:00:00+00:00,4,2,9,2018
1705,2018-08-28 04:00:00+00:00,4,28,8,2018
1706,2018-09-03 04:00:00+00:00,4,3,9,2018
1707,2018-09-04 04:00:00+00:00,4,4,9,2018
1708,2018-09-01 04:00:00+00:00,4,1,9,2018
1709,2018-09-05 04:00:00+00:00,4,5,9,2018
1710,2018-09-11 04:00:00+00:00,4,11,9,2018
1711,2018-09-12 04:00:00+00:00,4,12,9,2018
1712,2018-09-06 04:00:00+00:00,4,6,9,2018
1713,2018-09-10 04:00:00+00:00,4,10,9,2018
1714,2018-09-13 04:00:00+00:00,4,13,9,2018
1715,2018-09-15 04:00:00+00:00,4,15,9,2018
1716,2018-09-07 04:00:00+00:00,4,7,9,2018
1717,2018-09-14 04:00:00+00:00,4,14,9,2018
1718,2018-09-09 04:00:00+00:00,4,9,9,2018
1719,2018-09-08 04:00:00+00:00,4,8,9,2018
1720,2018-09-16 04:00:00+00:00,4,16,9,2018
1721,2018-09-23 04:00:00+00:00,4,23,9,2018
1722,2018-09-21 04:00:00+00:00,4,21,9,2018
1723,2018-09-24 04:00:00+00:00,4,24,9,2018
1724,2018-09-17 04:00:00+00:00,4,17,9,2018
1725,2018-09-22 04:00:00+00:00,4,22,9,2018
1726,2018-09-20 04:00:00+00:00,4,20,9,2018
1727,2018-09-18 04:00:00+00:00,4,18,9,2018
1728,2018-09-19 04:00:00+00:00,4,19,9,2018
1729,2018-09-25 04:00:00+00:00,4,25,9,2018
1730,2018-10-01 04:00:00+00:00,4,1,10,2018
1731,2018-10-03 04:00:00+00:00,4,3,10,2018
1732,2018-09-29 04:00:00+00:00,4,29,9,2018
1733,2018-10-02 04:00:00+00:00,4,2,10,2018
1734,2018-09-27 04:00:00+00:00,4,27,9,2018
1735,2018-10-04 04:00:00+00:00,4,4,10,2018
1736,2018-09-30 04:00:00+00:00,4,30,9,2018
1737,2018-09-28 04:00:00+00:00,4,28,9,2018
1738,2018-09-26 04:00:00+00:00,4,26,9,2018
1739,2018-10-05 04:00:00+00:00,4,5,10,2018
1740,2018-10-08 04:00:00+00:00,4,8,10,2018
1741,2018-10-11 04:00:00+00:00,4,11,10,2018
1742,2018-10-09 04:00:00+00:00,4,9,10,2018
1743,2018-10-14 04:00:00+00:00,4,14,10,2018
1744,2018-10-06 04:00:00+00:00,4,6,10,2018
1745,2018-10-10 04:00:00+00:00,4,10,10,2018
1746,2018-10-12 04:00:00+00:00,4,12,10,2018
1747,2018-10-13 04:00:00+00:00,4,13,10,2018
1748,2018-10-07 04:00:00+00:00,4,7,10,2018
1749,2018-10-15 04:00:00+00:00,4,15,10,2018
1750,2018-10-17 04:00:00+00:00,4,17,10,2018
1751,2018-10-18 04:00:00+00:00,4,18,10,2018
1752,2018-10-23 04:00:00+00:00,4,23,10,2018
1753,2018-10-21 04:00:00+00:00,4,21,10,2018
1754,2018-10-16 04:00:00+00:00,4,16,10,2018
1755,2018-10-19 04:00:00+00:00,4,19,10,2018
1756,2018-10-22 04:00:00+00:00,4,22,10,2018
1757,2018-10-20 04:00:00+00:00,4,20,10,2018
1758,2018-10-24 04:00:00+00:00,4,24,10,2018
1759,2018-10-29 04:00:00+00:00,4,29,10,2018
1760,2018-10-27 04:00:00+00:00,4,27,10,2018
1761,2018-10-28 04:00:00+00:00,4,28,10,2018
1762,2018-10-25 04:00:00+00:00,4,25,10,2018
1763,2018-11-01 04:00:00+00:00,4,1,11,2018
1764,2018-10-31 04:00:00+00:00,4,31,10,2018
1765,2018-10-30 04:00:00+00:00,4,30,10,2018
1766,2018-10-26 04:00:00+00:00,4,26,10,2018
1767,2018-11-08 05:00:00+00:00,5,8,11,2018
1768,2018-11-07 05:00:00+00:00,5,7,11,2018
1769,2018-11-10 05:00:00+00:00,5,10,11,2018
1770,2018-11-09 05:00:00+00:00,5,9,11,2018
1771,2018-11-05 05:00:00+00:00,5,5,11,2018
1772,2018-11-04 04:00:00+00:00,4,4,11,2018
1773,2018-11-03 04:00:00+00:00,4,3,11,2018
1774,2018-11-06 05:00:00+00:00,5,6,11,2018
1775,2018-11-02 04:00:00+00:00,4,2,11,2018
1776,2018-11-12 05:00:00+00:00,5,12,11,2018
1777,2018-11-14 05:00:00+00:00,5,14,11,2018
1778,2018-11-11 05:00:00+00:00,5,11,11,2018
1779,2018-11-13 05:00:00+00:00,5,13,11,2018
1780,2018-11-18 05:00:00+00:00,5,18,11,2018
1781,2018-11-16 05:00:00+00:00,5,16,11,2018
1782,2018-11-17 05:00:00+00:00,5,17,11,2018
1783,2018-11-15 05:00:00+00:00,5,15,11,2018
1784,2018-11-19 05:00:00+00:00,5,19,11,2018
1785,2018-11-20 05:00:00+00:00,5,20,11,2018
1786,2018-11-21 05:00:00+00:00,5,21,11,2018
1787,2018-11-25 05:00:00+00:00,5,25,11,2018
1788,2018-11-26 05:00:00+00:00,5,26,11,2018
1789,2018-11-23 05:00:00+00:00,5,23,11,2018
1790,2018-11-22 05:00:00+00:00,5,22,11,2018
1791,2018-11-24 05:00:00+00:00,5,24,11,2018
1792,2018-11-27 05:00:00+00:00,5,27,11,2018
1793,2018-11-28 05:00:00+00:00,5,28,11,2018
1794,2018-11-29 05:00:00+00:00,5,29,11,2018
1795,2018-12-01 05:00:00+00:00,5,1,12,2018
1796,2018-12-04 05:00:00+00:00,5,4,12,2018
1797,2018-12-02 05:00:00+00:00,5,2,12,2018
1798,2018-11-30 05:00:00+00:00,5,30,11,2018
1799,2018-12-07 05:00:00+00:00,5,7,12,2018
1800,2018-12-05 05:00:00+00:00,5,5,12,2018
1801,2018-12-06 05:00:00+00:00,5,6,12,2018
1802,2018-12-03 05:00:00+00:00,5,3,12,2018
1803,2018-12-08 05:00:00+00:00,5,8,12,2018
1804,2018-12-11 05:00:00+00:00,5,11,12,2018
1805,2018-12-15 05:00:00+00:00,5,15,12,2018
1806,2018-12-10 05:00:00+00:00,5,10,12,2018
1807,2018-12-12 05:00:00+00:00,5,12,12,2018
1808,2018-12-09 05:00:00+00:00,5,9,12,2018
1809,2018-12-13 05:00:00+00:00,5,13,12,2018
1810,2018-12-16 05:00:00+00:00,5,16,12,2018
1811,2018-12-14 05:00:00+00:00,5,14,12,2018
1812,2018-12-17 05:00:00+00:00,5,17,12,2018
1813,2018-12-18 05:00:00+00:00,5,18,12,2018
1814,2018-12-21 05:00:00+00:00,5,21,12,2018
1815,2018-12-25 05:00:00+00:00,5,25,12,2018
1816,2018-12-19 05:00:00+00:00,5,19,12,2018
1817,2018-12-26 05:00:00+00:00,5,26,12,2018
1818,2018-12-24 05:00:00+00:00,5,24,12,2018
1819,2018-12-23 05:00:00+00:00,5,23,12,2018
1820,2018-12-22 05:00:00+00:00,5,22,12,2018
1821,2018-12-20 05:00:00+00:00,5,20,12,2018
1822,2018-12-27 05:00:00+00:00,5,27,12,2018
1823,2019-01-05 05:00:00+00:00,5,5,1,2019
1824,2019-01-04 05:00:00+00:00,5,4,1,2019
1825,2019-01-01 05:00:00+00:00,5,1,1,2019
1826,2019-01-06 05:00:00+00:00,5,6,1,2019
1827,2018-12-29 05:00:00+00:00,5,29,12,2018
1828,2019-01-03 05:00:00+00:00,5,3,1,2019
1829,2018-12-28 05:00:00+00:00,5,28,12,2018
1830,2018-12-30 05:00:00+00:00,5,30,12,2018
1831,2018-12-31 05:00:00+00:00,5,31,12,2018
1832,2019-01-02 05:00:00+00:00,5,2,1,2019
1833,2019-01-07 05:00:00+00:00,5,7,1,2019
1834,2019-01-10 05:00:00+00:00,5,10,1,2019
1835,2019-01-14 05:00:00+00:00,5,14,1,2019
1836,2019-01-11 05:00:00+00:00,5,11,1,2019
1837,2019-01-09 05:00:00+00:00,5,9,1,2019
1838,2019-01-15 05:00:00+00:00,5,15,1,2019
1839,2019-01-13 05:00:00+00:00,5,13,1,2019
1840,2019-01-08 05:00:00+00:00,5,8,1,2019
1841,2019-01-12 05:00:00+00:00,5,12,1,2019
1842,2019-01-16 05:00:00+00:00,5,16,1,2019
1843,2019-01-19 05:00:00+00:00,5,19,1,2019
1844,2019-01-21 05:00:00+00:00,5,21,1,2019
